,Kingdom,Phylum,Class,Order,Family,Genus,predicted_copy_number
ASV246,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,2.0504794
ASV247,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,4.22206526
ASV248,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,4.461746807
ASV249,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,3.53553618
ASV250,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,3.212576241
ASV251,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,3.011175163
ASV252,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,1.847378013
ASV253,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,3.410881818
ASV254,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,1.806062974
ASV255,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,1.814456538
ASV256,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,2.375855201
ASV257,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,1.431349803
ASV258,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinocorallia,3.578963432
ASV259,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,1.509474359
ASV260,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,2.407462924
ASV261,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,2.247983353
ASV262,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,3.667134646
ASV263,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1.65259497
ASV264,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,2.861950077
ASV265,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,1.941648557
ASV266,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,3.613027887
ASV267,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12,2.868149277
ASV268,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,2.068819297
ASV269,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,2.12711119
ASV270,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,1.52210914
ASV271,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,3.409896865
ASV272,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,8.743367092
ASV273,Bacteria,Planctomycetota,OM190,NA,NA,NA,1.675325977
ASV274,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,4.435936701
ASV275,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,3.456813215
ASV276,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,2.063182751
ASV277,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,1.56064405
ASV278,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,3.268766687
ASV279,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,2.436509113
ASV280,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,10.33328053
ASV281,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,NA,NA,1.484749278
ASV282,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,2.019980575
ASV283,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,2.77300308
ASV284,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,2.708293727
ASV285,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,4.024737013
ASV286,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,2.291063833
ASV287,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,2.68501418
ASV288,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Pedococcus-Phycicoccus,1.688737455
ASV289,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,1.658974237
ASV290,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,1.626598163
ASV291,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,2.242929062
ASV292,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,3.497424761
ASV293,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,JTB255 marine benthic group,2.503853056
ASV294,Bacteria,Desulfobacterota,NA,NA,NA,NA,2.065435088
ASV295,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.900419608
ASV296,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA,2.266264608
ASV297,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,1.797664797
ASV298,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,1.389766513
ASV299,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,3.343233068
ASV300,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,2.254222932
ASV301,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,1.299722801
ASV302,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,2.927649503
ASV303,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,6.499824615
ASV304,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,1.298224356
ASV305,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GOUTA6,2.84920337
ASV306,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,3.680619426
ASV307,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,2.468034926
ASV308,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,1.643713771
ASV309,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,1.416100648
ASV310,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,1.939787355
ASV311,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,1.565250663
ASV312,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,2.471358009
ASV313,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.979573882
ASV314,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,8.764593536
ASV315,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,2.8106661
ASV316,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,2.558078626
ASV317,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.257531875
ASV318,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,1.823495042
ASV319,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,2.555985455
ASV320,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,3.053630714
ASV321,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,2.782922486
ASV322,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,2.184717389
ASV323,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,1.788622286
ASV324,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,1.150996409
ASV325,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,1.581292109
ASV326,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,2.494693794
ASV327,Bacteria,Latescibacterota,NA,NA,NA,NA,3.57450924
ASV328,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin516,1.34623879
ASV329,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Intrasporangium,2.316311393
ASV330,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,1.975328122
ASV331,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaera,1.284460482
ASV332,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,2.271513029
ASV333,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,1.104816604
ASV334,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,4.804348579
ASV335,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,2.057558545
ASV336,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,1.35372429
ASV337,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,2.817675781
ASV338,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Candidatus Nitrosotalea,2.282525151
ASV339,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,2.028800529
ASV340,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,1.990159852
ASV341,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,1.961798133
ASV342,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,1.354593867
ASV343,Bacteria,Latescibacterota,NA,NA,NA,NA,3.390105042
ASV344,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,12.98510498
ASV345,Bacteria,Acidobacteriota,Blastocatellia,Nov-24,NA,NA,2.259632867
ASV346,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,2.322998553
ASV347,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,2.450086719
ASV348,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,2.081634013
ASV349,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.239947905
ASV350,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,2.750899223
ASV351,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 13,11.70613616
ASV352,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Archangium,2.732539295
ASV353,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,1.832740257
ASV354,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,1.100828151
ASV355,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,1.128423637
ASV356,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA,1.271487553
ASV357,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,2.148735411
ASV358,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,1.522017588
ASV359,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,1.850197045
ASV360,Bacteria,Acidobacteriota,Subgroup 11,NA,NA,NA,2.003883434
ASV361,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,3.102940697
ASV362,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,1.636662949
ASV363,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,DEV008,1.853856448
ASV364,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA,3.028811607
ASV365,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,NA,1.557106327
ASV366,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,1.375935901
ASV367,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,1.631036241
ASV368,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,1.687633361
ASV369,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Hassallia,1.914054885
ASV370,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,1.382572085
ASV371,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,2.933750896
ASV372,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,2.197873221
ASV373,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,3.755199816
ASV374,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,1.504326571
ASV375,Bacteria,Planctomycetota,OM190,NA,NA,NA,2.131515663
ASV376,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA,1.530924659
ASV377,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,2.123822571
ASV378,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus,3.500335741
ASV379,Bacteria,MBNT15,NA,NA,NA,NA,1.715257569
ASV380,Bacteria,FCPU426,NA,NA,NA,NA,4.711417511
ASV381,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,1.423672916
ASV382,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,1.626197689
ASV383,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Candidatus Nitrosotalea,2.39320488
ASV384,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,1.494619702
ASV385,Bacteria,NB1-j,NA,NA,NA,NA,1.805795027
ASV386,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,3.754123722
ASV387,Bacteria,Latescibacterota,NA,NA,NA,NA,1.693653283
ASV388,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,1.675942946
ASV389,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,3.372341226
ASV390,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,1.774629232
ASV391,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,2.600604239
ASV392,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,1.610193519
ASV393,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1.574069072
ASV394,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,2.634775193
ASV395,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,1.331861972
ASV396,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,1.393897378
ASV397,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,2.600242267
ASV398,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,NA,4.594944818
ASV399,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,2.359045791
ASV400,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,NA,3.972156774
ASV401,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,1.589618357
ASV402,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,1.935773454
ASV403,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,4.901183141
ASV404,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.630141605
ASV405,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia,2.614097417
ASV406,Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,NA,3.263415174
ASV407,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,3.179902465
ASV408,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,1.830810077
ASV409,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,1.481160877
ASV410,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,1.90485291
ASV411,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,3.372362604
ASV412,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA,1.564749629
ASV413,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,3.096957204
ASV414,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin516,1.089816594
ASV415,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,4.071794924
ASV416,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,1.766389936
ASV417,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,1.480997913
ASV418,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,8.571463121
ASV419,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,1.894711472
ASV420,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,2.643252979
ASV421,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,1.781515293
ASV422,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,2.814143195
ASV423,Bacteria,Latescibacterota,NA,NA,NA,NA,1.794684856
ASV424,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,2.253162134
ASV425,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,2.037950271
ASV426,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,1.528782862
ASV427,Bacteria,Latescibacterota,NA,NA,NA,NA,1.843238847
ASV428,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,1.881233346
ASV429,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,2.162098645
ASV430,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA,2.71045142
ASV431,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,1.964327814
ASV432,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,2.338166475
ASV433,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,1.995149791
ASV434,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,2.165504535
ASV435,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,1.410444137
ASV436,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,1.500066753
ASV437,Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,NA,3.761541523
ASV438,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,1.481795465
ASV439,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,1.947939365
ASV440,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,3.780471697
ASV441,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,2.815395952
ASV442,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,2.201039589
ASV443,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI cluster,2.064259297
ASV444,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,1.353997664
ASV445,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,1.391973171
ASV446,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,8.890329184
ASV447,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,2.764280302
ASV448,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,1.626975897
ASV449,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,1.453616296
ASV450,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA,1.565167569
ASV451,Bacteria,Planctomycetota,OM190,NA,NA,NA,1.704557411
ASV452,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,1.390965473
ASV453,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,4.389072286
ASV454,Bacteria,Actinobacteriota,Actinobacteria,FFCH16263,NA,NA,3.003906794
ASV455,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,2.494313338
ASV456,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,1.817505646
ASV457,Bacteria,Latescibacterota,NA,NA,NA,NA,3.603296131
ASV458,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,5.643752318
ASV459,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA,1.958902743
ASV460,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,1.701302266
ASV461,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,1.438708176
ASV462,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,3.148700919
ASV463,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,1.757256166
ASV464,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,1.990752942
ASV465,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,1.595052802
ASV466,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,NA,4.14935229
ASV467,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,2.472560493
ASV468,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,1.489419646
ASV469,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,2.038743168
ASV470,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Ammoniphilus,5.495673307
ASV471,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,5.033695159
